,zipcode,state,lng,lat
10552,37604,TN,-82.381042,36.310744
10553,37615,TN,-82.447128,36.41006
10554,37616,TN,-82.746667,36.204166
10555,37617,TN,-82.365558,36.53562
10556,37618,TN,-82.236181,36.477391
10557,37620,TN,-82.181864,36.568643
10558,37640,TN,-81.985614,36.328158
10559,37641,TN,-82.667448,36.221142
10560,37642,TN,-82.725184,36.539926
10561,37643,TN,-82.201481,36.344548
10562,37645,TN,-82.653217,36.562913
10563,37650,TN,-82.41631,36.134193
10564,37656,TN,-82.625605,36.415839
10565,37657,TN,-82.562301,36.008507
10566,37658,TN,-82.189144,36.257743
10567,37659,TN,-82.490225,36.295426
10568,37660,TN,-82.554034,36.552766
10569,37663,TN,-82.4948,36.4693
10570,37664,TN,-82.516835,36.520834
10571,37665,TN,-82.569906,36.578305
10572,37680,TN,-81.725537,36.574946
10573,37681,TN,-82.61709,36.236968
10574,37683,TN,-81.813999,36.465724
10575,37686,TN,-82.333957,36.446122
10576,37687,TN,-82.081041,36.177333
10577,37688,TN,-81.906797,36.527218
10578,37690,TN,-82.536935,36.245053
10579,37691,TN,-81.757234,36.368328
10580,37692,TN,-82.321957,36.206585
10581,37694,TN,-82.268262,36.370157
10582,37701,TN,-83.980895,35.78522
10583,37705,TN,-84.054399,36.191514
10584,37708,TN,-83.314248,36.32493
10585,37709,TN,-83.678272,36.15832
10586,37710,TN,-84.215968,36.185426
10587,37711,TN,-83.03149,36.325707
10588,37713,TN,-83.163071,36.073957
10589,37714,TN,-84.189794,36.285422
10590,37715,TN,-83.939693,36.565026
10591,37716,TN,-84.189735,36.08688
10592,37721,TN,-83.813,36.120011
10593,37722,TN,-83.218743,35.834693
10594,37723,TN,-84.858577,35.889763
10595,37724,TN,-83.681049,36.550381
10596,37725,TN,-83.404435,36.001798
10597,37726,TN,-84.819074,36.217584
10598,37727,TN,-83.015008,35.882967
10599,37729,TN,-84.01247,36.411035
10600,37731,TN,-83.08272,36.499522
10601,37737,TN,-84.106069,35.752302
10602,37738,TN,-83.487406,35.728976
10603,37742,TN,-84.170959,35.656738
10604,37743,TN,-82.833136,36.160807
10605,37748,TN,-84.515526,35.934785
10606,37752,TN,-83.607262,36.576718
10607,37753,TN,-83.099642,35.825597
10608,37754,TN,-84.043826,36.115027
10609,37755,TN,-84.538088,36.43294
10610,37756,TN,-84.428832,36.398329
10611,37757,TN,-84.192835,36.326615
10612,37760,TN,-83.480982,36.11633
10613,37762,TN,-84.118067,36.554407
10614,37763,TN,-84.497054,35.852807
10615,37764,TN,-83.617111,35.972215
10616,37765,TN,-83.050712,36.572072
10617,37766,TN,-84.111568,36.368967
10618,37769,TN,-84.138567,36.203223
10619,37770,TN,-84.713519,36.145644
10620,37771,TN,-84.266501,35.810391
10621,37774,TN,-84.34362,35.729211
10622,37777,TN,-84.008895,35.837465
10623,37778,TN,-83.244592,36.164016
10624,37779,TN,-83.759976,36.200136
10625,37801,TN,-83.914541,35.782449
10626,37804,TN,-84.004491,35.715659
10627,37806,TN,-83.741101,36.084421
10628,37807,TN,-83.840261,36.234274
10629,37809,TN,-83.028141,36.150995
10630,37810,TN,-83.090185,36.186919
10631,37811,TN,-83.209499,36.362082
10632,37813,TN,-83.275519,36.195672
10633,37814,TN,-83.31185,36.224782
10634,37818,TN,-82.967399,36.183883
10635,37819,TN,-84.179848,36.542768
10636,37820,TN,-83.567253,36.081037
10637,37821,TN,-83.202749,35.954431
10638,37825,TN,-83.646949,36.424475
10639,37826,TN,-84.57215,35.581924
10640,37829,TN,-84.575295,36.009962
10641,37830,TN,-84.262297,36.01588
10642,37840,TN,-84.348632,36.036616
10643,37841,TN,-84.529319,36.505259
10644,37843,TN,-83.073627,35.998297
10645,37845,TN,-84.439914,36.055903
10646,37846,TN,-84.450221,35.664214
10647,37847,TN,-84.290672,36.469465
10648,37848,TN,-83.672921,36.254899
10649,37849,TN,-84.039987,36.043454
10650,37852,TN,-84.590417,36.352693
10651,37853,TN,-83.941202,35.830519
10652,37854,TN,-84.684188,35.858677
10653,37857,TN,-83.010786,36.416196
10654,37860,TN,-83.19138,36.256684
10655,37861,TN,-83.512468,36.250078
10656,37862,TN,-83.538621,35.845192
10657,37863,TN,-83.563821,35.792222
10658,37865,TN,-83.749511,35.869984
10659,37866,TN,-83.81268,36.368498
10660,37869,TN,-83.252892,36.527515
10661,37870,TN,-83.813495,36.479723
10662,37871,TN,-83.677724,36.041462
10663,37872,TN,-84.69842,36.262234
10664,37873,TN,-82.830597,36.474066
10665,37874,TN,-84.430424,35.595703
10666,37877,TN,-83.412864,36.159958
10667,37878,TN,-84.003338,35.583663
10668,37879,TN,-83.555219,36.471012
10669,37880,TN,-84.654848,35.686175
10670,37881,TN,-83.365973,36.391687
10671,37882,TN,-83.757157,35.678385
10672,37883,TN,-83.219138,36.428202
10673,37885,TN,-84.177829,35.535364
10674,37886,TN,-83.824307,35.753311
10675,37887,TN,-84.565188,36.101609
10676,37888,TN,-83.593685,36.310649
10677,37890,TN,-83.287921,36.090299
10678,37891,TN,-83.145844,36.262125
10679,37892,TN,-84.434026,36.559825
10680,37902,TN,-83.920915,35.962516
10681,37909,TN,-84.023501,35.945978
10682,37912,TN,-83.977317,36.005492
10683,37914,TN,-83.849624,35.991755
10684,37915,TN,-83.901005,35.972074
10685,37916,TN,-83.933576,35.955584
10686,37917,TN,-83.915216,35.99803
10687,37918,TN,-83.922558,36.050054
10688,37919,TN,-84.001468,35.924385
10689,37920,TN,-83.879793,35.922976
10690,37921,TN,-83.982894,35.976297
10691,37922,TN,-84.127332,35.877697
10692,37923,TN,-84.076116,35.933127
10693,37924,TN,-83.80207,36.032044
10694,37931,TN,-84.120072,35.992363
10695,37932,TN,-84.169591,35.923619
10696,37938,TN,-83.945968,36.105473
10697,38001,TN,-89.176465,35.801697
10698,38002,TN,-89.729502,35.275171
10699,38004,TN,-89.8216,35.421337
10700,38006,TN,-89.072857,35.71976
10701,38008,TN,-89.000723,35.246082
10702,38011,TN,-89.752477,35.470328
10703,38012,TN,-89.262352,35.609957
10704,38015,TN,-89.817729,35.53995
10705,38017,TN,-89.676724,35.055077
10706,38018,TN,-89.778934,35.156349
10707,38019,TN,-89.650144,35.559838
10708,38023,TN,-89.923649,35.445203
10709,38024,TN,-89.383644,36.044447
10710,38028,TN,-89.676004,35.15512
10711,38030,TN,-89.513403,36.016938
10712,38034,TN,-89.204136,35.897642
10713,38037,TN,-89.459182,35.843942
10714,38039,TN,-89.153415,35.065885
10715,38040,TN,-89.414671,35.886232
10716,38041,TN,-89.637542,35.682868
10717,38042,TN,-89.130905,35.157959
10718,38044,TN,-88.826315,35.219706
10719,38049,TN,-89.551805,35.438012
10720,38052,TN,-88.904625,35.0818
10721,38053,TN,-89.905422,35.318463
10722,38057,TN,-89.359508,35.058796
10723,38059,TN,-89.251364,36.100875
10724,38060,TN,-89.551764,35.222929
10725,38061,TN,-88.811559,35.031476
10726,38063,TN,-89.534975,35.752651
10727,38066,TN,-89.567848,35.076758
10728,38067,TN,-89.076868,35.049786
10729,38068,TN,-89.391813,35.277218
10730,38069,TN,-89.33263,35.448171
10731,38075,TN,-89.133692,35.319104
10732,38076,TN,-89.390584,35.166595
10733,38079,TN,-89.464922,36.384583
10734,38080,TN,-89.485765,36.263849
10735,38103,TN,-90.047995,35.144001
10736,38104,TN,-90.004625,35.133393
10737,38105,TN,-90.033042,35.149748
10738,38106,TN,-90.032997,35.102124
10739,38107,TN,-90.020077,35.183136
10740,38108,TN,-89.968238,35.178655
10741,38109,TN,-90.073238,35.042538
10742,38111,TN,-89.945745,35.107573
10743,38112,TN,-89.972895,35.148277
10744,38113,TN,-90.079426,35.111201
10745,38114,TN,-89.98254,35.098094
10746,38115,TN,-89.86082,35.054405
10747,38116,TN,-90.012314,35.030298
10748,38117,TN,-89.903367,35.112357
10749,38118,TN,-89.926538,35.051421
10750,38119,TN,-89.850142,35.082101
10751,38120,TN,-89.865119,35.120654
10752,38122,TN,-89.926844,35.157166
10753,38125,TN,-89.812357,35.031249
10754,38126,TN,-90.042444,35.125518
10755,38127,TN,-90.029623,35.250982
10756,38128,TN,-89.941314,35.221273
10757,38131,TN,-90.003699,35.0655
10758,38132,TN,-89.988627,35.071967
10759,38133,TN,-89.803564,35.205362
10760,38134,TN,-89.86409,35.188639
10761,38135,TN,-89.850878,35.232301
10762,38138,TN,-89.80526,35.088344
10763,38139,TN,-89.770281,35.087414
10764,38141,TN,-89.84916,35.023091
10765,38201,TN,-88.513416,36.127195
10766,38220,TN,-88.624656,35.966345
10767,38221,TN,-88.062732,36.228515
10768,38222,TN,-88.151464,36.414624
10769,38224,TN,-88.461421,36.34789
10770,38225,TN,-88.696291,36.295042
10771,38226,TN,-88.692553,36.479645
10772,38229,TN,-88.618441,36.211737
10773,38230,TN,-88.74532,36.148502
10774,38231,TN,-88.453609,36.201343
10775,38232,TN,-89.305617,36.359594
10776,38233,TN,-89.022879,36.190583
10777,38236,TN,-88.285934,36.184744
10778,38237,TN,-88.855395,36.342467
10779,38240,TN,-89.28052,36.265679
10780,38241,TN,-88.614178,36.394772
10781,38242,TN,-88.309328,36.300519
10782,38251,TN,-88.347193,36.445632
10783,38253,TN,-89.037632,36.263665
10784,38255,TN,-88.847661,36.239454
10785,38256,TN,-88.145941,36.265033
10786,38257,TN,-88.880781,36.481386
10787,38258,TN,-88.610036,36.017213
10788,38259,TN,-89.186265,36.201113
10789,38260,TN,-89.161058,36.341644
10790,38261,TN,-89.066662,36.426311
10791,38301,TN,-88.814011,35.610222
10792,38305,TN,-88.828127,35.682875
10793,38310,TN,-88.413367,35.25561
10794,38311,TN,-88.12863,35.452111
10795,38313,TN,-88.639634,35.592156
10796,38315,TN,-88.643972,35.228893
10797,38316,TN,-88.804593,36.064474
10798,38317,TN,-88.251804,36.026792
10799,38318,TN,-88.292576,35.943119
10800,38320,TN,-88.111853,36.055578
10801,38321,TN,-88.551702,35.861261
10802,38326,TN,-88.293567,35.039415
10803,38327,TN,-88.335641,35.221641
10804,38328,TN,-88.217688,35.662962
10805,38329,TN,-88.133413,35.558455
10806,38330,TN,-89.019226,36.071578
10807,38332,TN,-88.420613,35.439321
10808,38333,TN,-88.028036,36.078814
10809,38334,TN,-88.606709,35.325208
10810,38337,TN,-88.992947,35.779867
10811,38339,TN,-88.520761,35.014211
10812,38340,TN,-88.639774,35.426929
10813,38341,TN,-88.091183,35.895143
10814,38342,TN,-88.290135,36.056524
10815,38343,TN,-88.905652,35.836993
10816,38344,TN,-88.420211,36.006228
10817,38345,TN,-88.519549,35.614377
10818,38347,TN,-88.501865,35.478206
10819,38348,TN,-88.632442,35.85834
10820,38351,TN,-88.392743,35.651195
10821,38352,TN,-88.578422,35.598846
10822,38355,TN,-88.762655,35.808088
10823,38356,TN,-88.871656,35.471804
10824,38357,TN,-88.440463,35.060306
10825,38358,TN,-88.768844,35.925089
10826,38359,TN,-88.399125,35.345175
10827,38361,TN,-88.317599,35.302562
10828,38362,TN,-88.802145,35.754756
10829,38363,TN,-88.119532,35.66635
10830,38366,TN,-88.730396,35.478059
10831,38367,TN,-88.601733,35.064181
10832,38368,TN,-88.350778,35.50957
10833,38369,TN,-88.984863,36.130027
10834,38370,TN,-88.247225,35.381467
10835,38371,TN,-88.3058,35.438598
10836,38372,TN,-88.200541,35.202272
10837,38374,TN,-88.240476,35.504992
10838,38375,TN,-88.595832,35.169124
10839,38376,TN,-88.350717,35.119545
10840,38379,TN,-88.436432,35.180946
10841,38380,TN,-88.032249,35.791993
10842,38381,TN,-88.935286,35.357421
10843,38382,TN,-88.950655,35.971246
10844,38387,TN,-88.336364,35.916918
10845,38388,TN,-88.438794,35.769772
10846,38390,TN,-88.381878,35.867964
10847,38391,TN,-88.975892,35.557059
10848,38392,TN,-89.03728,35.481828
10849,38401,TN,-87.038032,35.615577
10850,38425,TN,-87.94997,35.381948
10851,38449,TN,-86.879555,35.057445
10852,38450,TN,-87.718488,35.163525
10853,38451,TN,-87.000503,35.474914
10854,38452,TN,-87.78833,35.057945
10855,38453,TN,-86.910024,35.003654
10856,38454,TN,-87.342336,35.738599
10857,38456,TN,-87.303912,35.332648
10858,38457,TN,-87.296128,35.031046
10859,38459,TN,-86.781818,35.177854
10860,38460,TN,-87.127788,35.116709
10861,38461,TN,-87.325135,35.591482
10862,38462,TN,-87.55461,35.540837
10863,38463,TN,-87.647321,35.056283
10864,38464,TN,-87.352582,35.250668
10865,38468,TN,-87.316773,35.138177
10866,38469,TN,-87.426978,35.072797
10867,38471,TN,-87.892291,35.113842
10868,38472,TN,-87.062877,35.379235
10869,38473,TN,-87.152194,35.050034
10870,38474,TN,-87.203678,35.530084
10871,38475,TN,-88.039038,35.266711
10872,38476,TN,-87.253043,35.810364
10873,38477,TN,-87.017384,35.066626
10874,38478,TN,-87.039263,35.209274
10875,38481,TN,-87.501807,35.037556
10876,38482,TN,-87.151543,35.75877
10877,38483,TN,-87.31983,35.430673
10878,38485,TN,-87.739498,35.322019
10879,38486,TN,-87.538025,35.139302
10880,38487,TN,-87.225692,35.64937
10881,38488,TN,-86.644672,35.051731
10882,38501,TN,-85.49531,36.174261
10883,38504,TN,-84.850784,36.374889
10884,38541,TN,-85.319744,36.497002
10885,38542,TN,-85.176084,36.366838
10886,38543,TN,-85.152153,36.380324
10887,38544,TN,-85.637766,36.124917
10888,38545,TN,-85.64786,36.219454
10889,38547,TN,-86.020344,36.110673
10890,38548,TN,-85.758879,36.183311
10891,38549,TN,-85.145647,36.570869
10892,38551,TN,-85.496551,36.547491
10893,38552,TN,-85.837402,36.192877
10894,38553,TN,-84.977737,36.211188
10895,38554,TN,-85.168765,36.23611
10896,38555,TN,-85.017171,35.944041
10897,38556,TN,-84.935721,36.424471
10898,38559,TN,-85.498997,35.872206
10899,38560,TN,-85.880843,36.235468
10900,38562,TN,-85.635509,36.343767
10901,38563,TN,-86.000818,36.184317
10902,38564,TN,-85.747533,36.276847
10903,38565,TN,-85.01549,36.243353
10904,38567,TN,-85.902297,36.119653
10905,38568,TN,-85.436918,36.391492
10906,38569,TN,-85.855095,36.09542
10907,38570,TN,-85.320523,36.389012
10908,38573,TN,-85.216385,36.464201
10909,38574,TN,-85.254198,36.150862
10910,38575,TN,-85.677235,36.596623
10911,38577,TN,-85.038385,36.578066
10912,38578,TN,-85.16694,36.01121
10913,38579,TN,-85.538189,35.825379
10914,38580,TN,-85.380572,36.301933
10915,38581,TN,-85.635156,35.743813
10916,38582,TN,-85.733801,36.100562
10917,38583,TN,-85.478582,35.954664
10918,38585,TN,-85.428661,35.727871
10919,38587,TN,-85.618509,35.869543
10920,38588,TN,-85.689873,36.515839
10921,38589,TN,-85.074717,36.230526
10922,38601,MS,-89.568835,34.455553
10923,38603,MS,-89.205428,34.79456
10924,38606,MS,-89.91418,34.331651
10925,38610,MS,-89.008775,34.670986
10926,38611,MS,-89.676332,34.885351
10927,38614,MS,-90.577755,34.204984
10928,38617,MS,-90.472748,34.36247
10929,38618,MS,-89.986882,34.692362
10930,38619,MS,-89.915508,34.513728
10931,38620,MS,-89.939591,34.25958
10932,38621,MS,-90.185524,34.453966
10933,38625,MS,-88.807229,34.64915
10934,38626,MS,-90.38907,34.528181
10935,38627,MS,-89.176706,34.435231
10936,38629,MS,-88.952493,34.841682
10937,38632,MS,-90.009487,34.809588
10938,38633,MS,-89.186229,34.624362
10939,38635,MS,-89.489714,34.747061
10940,38637,MS,-90.050719,34.9519
10941,38641,MS,-90.160795,34.893733
10942,38642,MS,-89.31633,34.927072
10943,38643,MS,-90.262991,34.183719
10944,38645,MS,-90.498147,34.247369
10945,38646,MS,-90.281602,34.260735
10946,38647,MS,-89.136173,34.931849
10947,38650,MS,-89.115701,34.540209
10948,38651,MS,-90.012199,34.899189
10949,38652,MS,-89.003058,34.485051
10950,38654,MS,-89.854427,34.94414
10951,38655,MS,-89.49692,34.354354
10952,38657,MS,-90.102494,34.469951
10953,38658,MS,-90.002735,34.190559
10954,38659,MS,-89.315073,34.604742
10955,38661,MS,-89.519839,34.875039
10956,38663,MS,-88.923973,34.750912
10957,38664,MS,-90.305174,34.809329
10958,38665,MS,-90.138193,34.611981
10959,38666,MS,-89.922083,34.427573
10960,38668,MS,-89.885501,34.632306
10961,38670,MS,-90.20904,34.382347
10962,38671,MS,-89.999173,34.977074
10963,38673,MS,-89.627278,34.284878
10964,38674,MS,-88.915684,34.90294
10965,38676,MS,-90.368515,34.688355
10966,38677,MS,-89.582742,34.364513
10967,38680,MS,-90.120789,34.964051
10968,38683,MS,-88.905337,34.952732
10969,38685,MS,-89.468298,34.640248
10970,38701,MS,-91.046793,33.378737
10971,38703,MS,-91.022795,33.408494
10972,38720,MS,-90.738214,34.129425
10973,38721,MS,-90.809535,33.01213
10974,38725,MS,-91.033765,33.644795
10975,38726,MS,-90.979545,33.787954
10976,38730,MS,-90.733503,33.685369
10977,38732,MS,-90.730871,33.743002
10978,38736,MS,-90.52637,33.630045
10979,38737,MS,-90.540606,33.867031
10980,38740,MS,-90.765191,34.046966
10981,38744,MS,-91.009193,33.025361
10982,38746,MS,-90.931899,33.943886
10983,38748,MS,-90.84857,33.177917
10984,38751,MS,-90.654144,33.449075
10985,38753,MS,-90.605065,33.348964
10986,38754,MS,-90.604027,33.247112
10987,38756,MS,-90.892801,33.410025
10988,38759,MS,-90.725571,33.837252
10989,38761,MS,-90.51425,33.478325
10990,38762,MS,-90.730247,33.886023
10991,38769,MS,-90.992289,33.843166
10992,38771,MS,-90.552657,33.724052
10993,38773,MS,-90.814275,33.587388
10994,38774,MS,-90.762461,33.949058
10995,38778,MS,-90.638732,33.584696
10996,38780,MS,-91.024801,33.261023
10997,38801,MS,-88.720853,34.253834
10998,38821,MS,-88.470917,33.9844
10999,38824,MS,-88.63748,34.527959
11000,38826,MS,-88.816011,34.278663
11001,38827,MS,-88.230912,34.51025
11002,38828,MS,-88.859004,34.427286
11003,38829,MS,-88.544299,34.669431
11004,38833,MS,-88.306962,34.857885
11005,38834,MS,-88.543884,34.93236
11006,38838,MS,-88.21167,34.549735
11007,38841,MS,-88.955956,34.337106
11008,38843,MS,-88.379262,34.274543
11009,38844,MS,-88.258779,33.87417
11010,38846,MS,-88.435859,34.877981
11011,38847,MS,-88.184159,34.481214
11012,38848,MS,-88.312333,33.99344
11013,38849,MS,-88.701059,34.429882
11014,38850,MS,-89.053114,34.056145
11015,38851,MS,-88.967005,33.902554
11016,38852,MS,-88.198289,34.808891
11017,38855,MS,-88.496034,34.358677
11018,38856,MS,-88.449764,34.501089
11019,38857,MS,-88.59504,34.280792
11020,38858,MS,-88.605201,34.082065
11021,38859,MS,-88.435021,34.561693
11022,38860,MS,-88.759843,33.989015
11023,38862,MS,-88.633456,34.201073
11024,38863,MS,-88.986829,34.217004
11025,38864,MS,-89.163625,34.178943
11026,38865,MS,-88.579454,34.796789
11027,38866,MS,-88.66736,34.383128
11028,38868,MS,-88.734206,34.121035
11029,38870,MS,-88.390027,34.064813
11030,38871,MS,-89.151468,34.313563
11031,38873,MS,-88.219395,34.647753
11032,38876,MS,-88.239212,34.233516
11033,38878,MS,-89.192117,33.919042
11034,38901,MS,-89.808738,33.775094
11035,38912,MS,-90.022077,33.633683
11036,38913,MS,-89.415383,34.094911
11037,38914,MS,-89.437833,33.851359
11038,38915,MS,-89.348387,34.006628
11039,38916,MS,-89.317809,33.840776
11040,38917,MS,-89.950633,33.520765
11041,38920,MS,-90.036163,33.907905
11042,38921,MS,-90.111559,33.972621
11043,38922,MS,-89.678177,33.921468
11044,38923,MS,-89.991516,33.373111
11045,38924,MS,-90.231577,33.310977
11046,38925,MS,-89.733425,33.686475
11047,38927,MS,-90.004392,34.126345
11048,38929,MS,-89.575449,33.724529
11049,38930,MS,-90.172589,33.515884
11050,38940,MS,-89.901958,33.760385
11051,38941,MS,-90.339421,33.479838
11052,38943,MS,-89.851281,33.586383
11053,38944,MS,-90.31327,33.751525
11054,38948,MS,-89.887748,34.075552
11055,38949,MS,-89.421408,34.176817
11056,38950,MS,-90.209086,33.757391
11057,38951,MS,-89.337622,33.944326
11058,38952,MS,-90.361976,33.624439
11059,38953,MS,-89.891019,33.92526
11060,38954,MS,-90.177937,33.40946
11061,38961,MS,-89.894461,33.985229
11062,38963,MS,-90.375341,33.98195
11063,38964,MS,-90.375246,34.093639
11064,38965,MS,-89.637986,34.152466
11065,38967,MS,-89.727655,33.485753
11066,39038,MS,-90.492435,33.18421
11067,39039,MS,-90.281516,32.815772
11068,39040,MS,-90.372156,32.700015
11069,39041,MS,-90.447436,32.377751
11070,39042,MS,-89.964029,32.303803
11071,39044,MS,-89.967225,32.001581
11072,39045,MS,-89.892838,32.794832
11073,39046,MS,-90.006079,32.620543
11074,39049,MS,-90.779904,32.101322
11075,39051,MS,-89.535274,32.788635
11076,39055,MS,-91.214903,31.67864
11077,39056,MS,-90.322893,32.341079
11078,39057,MS,-89.268956,32.466974
11079,39059,MS,-90.374439,31.993329
11080,39063,MS,-89.86116,33.082756
11081,39066,MS,-90.598392,32.316008
11082,39067,MS,-89.494707,33.152587
11083,39069,MS,-91.058226,31.712058
11084,39071,MS,-90.323506,32.557832
11085,39073,MS,-90.121672,32.153002
11086,39074,MS,-89.467201,32.346999
11087,39078,MS,-90.212736,31.855198
11088,39079,MS,-89.982145,32.972133
11089,39082,MS,-90.105359,31.967552
11090,39083,MS,-90.405078,31.856188
11091,39086,MS,-90.844588,31.956374
11092,39088,MS,-90.704486,32.824216
11093,39090,MS,-89.572351,33.0446
11094,39092,MS,-89.341354,32.345909
11095,39094,MS,-89.549435,32.644588
11096,39095,MS,-90.055674,33.125043
11097,39096,MS,-91.095691,31.838257
11098,39097,MS,-90.589321,32.991945
11099,39108,MS,-89.326806,33.163206
11100,39109,MS,-89.381701,32.708665
11101,39110,MS,-90.108744,32.467065
11102,39111,MS,-89.750325,31.849513
11103,39113,MS,-91.028628,32.901276
11104,39114,MS,-89.809494,31.949425
11105,39116,MS,-89.574135,31.847285
11106,39117,MS,-89.551222,32.436105
11107,39119,MS,-89.672387,31.734582
11108,39120,MS,-91.364214,31.54924
11109,39140,MS,-90.01526,31.73004
11110,39144,MS,-90.828306,31.851025
11111,39145,MS,-89.79135,32.317994
11112,39146,MS,-89.973707,32.890519
11113,39149,MS,-90.008775,31.827732
11114,39150,MS,-91.02303,31.926604
11115,39152,MS,-89.650521,32.270845
11116,39153,MS,-89.508818,32.05084
11117,39154,MS,-90.424088,32.23922
11118,39156,MS,-90.785899,32.486699
11119,39157,MS,-90.120697,32.412165
11120,39159,MS,-90.883274,32.873317
11121,39160,MS,-89.755182,33.000981
11122,39162,MS,-90.596458,32.612515
11123,39166,MS,-90.492798,33.05071
11124,39168,MS,-89.404875,31.839388
11125,39169,MS,-90.250012,33.162388
11126,39170,MS,-90.324143,32.114683
11127,39175,MS,-90.604724,32.122897
11128,39176,MS,-89.757023,33.33433
11129,39177,MS,-90.854209,32.632258
11130,39179,MS,-90.085477,32.817424
11131,39180,MS,-90.85065,32.325824
11132,39189,MS,-89.410538,32.613418
11133,39191,MS,-90.413106,31.690055
11134,39192,MS,-89.769526,33.1883
11135,39194,MS,-90.403145,32.85937
11136,39201,MS,-90.186655,32.293502
11137,39202,MS,-90.178194,32.314883
11138,39203,MS,-90.202064,32.308145
11139,39204,MS,-90.230579,32.283162
11140,39206,MS,-90.173787,32.369956
11141,39208,MS,-90.102714,32.276837
11142,39209,MS,-90.244626,32.318422
11143,39211,MS,-90.129297,32.373924
11144,39212,MS,-90.261201,32.24347
11145,39213,MS,-90.217099,32.355288
11146,39216,MS,-90.170814,32.338574
11147,39218,MS,-90.156231,32.215224
11148,39269,MS,-90.188503,32.30085
11149,39301,MS,-88.655973,32.357441
11150,39305,MS,-88.678322,32.440129
11151,39307,MS,-88.743598,32.373591
11152,39320,MS,-88.699086,32.475417
11153,39322,MS,-88.52573,31.507976
11154,39323,MS,-88.946968,32.247156
11155,39325,MS,-88.815532,32.518278
11156,39326,MS,-88.660942,32.551124
11157,39327,MS,-89.116832,32.435798
11158,39328,MS,-88.733158,32.716235
11159,39330,MS,-88.84735,32.156266
11160,39332,MS,-89.009254,32.320012
11161,39335,MS,-88.495569,32.502186
11162,39336,MS,-89.272432,32.287614
11163,39337,MS,-89.181382,32.540288
11164,39338,MS,-89.219935,32.099713
11165,39339,MS,-89.028653,33.105824
11166,39341,MS,-88.578093,33.102674
11167,39345,MS,-89.183951,32.324448
11168,39346,MS,-89.122076,32.97895
11169,39347,MS,-88.865293,32.008105
11170,39348,MS,-89.058441,32.016744
11171,39350,MS,-89.115371,32.757224
11172,39352,MS,-88.498425,32.636833
11173,39354,MS,-88.813013,32.853659
11174,39355,MS,-88.678803,32.066845
11175,39356,MS,-89.001053,32.148931
11176,39358,MS,-88.488272,32.840197
11177,39360,MS,-88.725866,31.903082
11178,39361,MS,-88.559393,32.976933
11179,39362,MS,-88.51711,31.391619
11180,39363,MS,-88.774827,32.156396
11181,39364,MS,-88.489225,32.429583
11182,39365,MS,-89.049522,32.537329
11183,39366,MS,-88.969598,31.972301
11184,39367,MS,-88.678221,31.675447
11185,39401,MS,-89.306471,31.314553
11186,39402,MS,-89.37751,31.309753
11187,39421,MS,-89.702735,31.503695
11188,39422,MS,-89.233768,31.944939
11189,39423,MS,-88.905492,31.136763
11190,39425,MS,-89.23372,30.998852
11191,39426,MS,-89.57793,30.617772
11192,39427,MS,-89.775821,31.558501
11193,39428,MS,-89.543809,31.670712
11194,39429,MS,-89.799785,31.255877
11195,39437,MS,-89.223073,31.579663
11196,39439,MS,-88.998052,31.882031
11197,39440,MS,-89.131155,31.705444
11198,39451,MS,-88.559546,31.123825
11199,39452,MS,-88.593391,30.866722
11200,39455,MS,-89.454254,31.053356
11201,39456,MS,-88.81947,31.078449
11202,39459,MS,-89.320633,31.483626
11203,39461,MS,-88.71983,31.179325
11204,39462,MS,-89.028611,31.130907
11205,39464,MS,-89.039613,31.47377
11206,39465,MS,-89.222239,31.347181
11207,39466,MS,-89.691021,30.541796
11208,39470,MS,-89.564751,30.852362
11209,39474,MS,-89.873497,31.605655
11210,39475,MS,-89.462301,31.149562
11211,39476,MS,-88.910079,31.343364
11212,39478,MS,-89.818343,31.047904
11213,39479,MS,-89.481585,31.528485
11214,39480,MS,-89.308223,31.75941
11215,39481,MS,-89.262144,31.844721
11216,39482,MS,-89.577723,31.359972
11217,39483,MS,-89.931075,31.247325
11218,39501,MS,-89.097618,30.382556
11219,39503,MS,-89.088552,30.460105
11220,39507,MS,-89.035347,30.396248
11221,39520,MS,-89.397356,30.324275
11222,39530,MS,-88.897143,30.403478
11223,39531,MS,-88.960499,30.40334
11224,39532,MS,-88.918846,30.452031
11225,39553,MS,-88.641173,30.398032
11226,39560,MS,-89.164577,30.359756
11227,39561,MS,-89.153631,30.697463
11228,39563,MS,-88.526015,30.402773
11229,39564,MS,-88.780099,30.440433
11230,39567,MS,-88.516472,30.530301
11231,39571,MS,-89.284269,30.398918
11232,39573,MS,-89.139985,30.76686
11233,39574,MS,-89.147729,30.596082
11234,39576,MS,-89.383679,30.29138
11235,39577,MS,-89.132369,30.86095
11236,39581,MS,-88.52886,30.366377
11237,39601,MS,-90.451995,31.58581
11238,39629,MS,-90.473183,31.456344
11239,39631,MS,-91.095985,31.089329
11240,39633,MS,-91.023712,31.299406
11241,39638,MS,-90.924045,31.19033
11242,39641,MS,-90.186386,31.403577
11243,39643,MS,-89.982419,31.177688
11244,39645,MS,-90.713349,31.138427
11245,39647,MS,-90.783581,31.490772
11246,39648,MS,-90.432449,31.221594
11247,39652,MS,-90.48311,31.121745
11248,39653,MS,-90.857835,31.428489
11249,39654,MS,-90.12796,31.523776
11250,39656,MS,-89.98273,31.441953
